surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data,outcome
no,adult,534519,37.1,84.0,30.0,cool,reduced,pale_pink,3,mild_pain,absent,moderate,significant,less_1_liter,2.0,absent,distend_large,75.0,81.0,cloudy,1.0,yes,1400,0,0,no,euthanized
yes,young,533886,38.0,104.0,70.0,cool,reduced,bright_red,more_3_sec,depressed,absent,moderate,none,more_1_liter,2.0,absent,,47.0,54.0,serosanguious,2.0,yes,2205,0,0,no,lived
yes,adult,529667,39.3,114.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,slight,none,none,7.0,,distend_small,57.0,8.1,serosanguious,2.0,yes,2113,0,0,no,lived
yes,adult,528469,39.2,100.0,50.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,none,3.0,absent,distend_small,60.0,8.1,cloudy,3.6,yes,2208,0,0,yes,lived
yes,adult,534293,38.2,130.0,16.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,severe,none,none,2.0,,,66.0,82.0,cloudy,2.0,no,2209,0,0,no,euthanized
yes,adult,529475,38.4,52.0,30.0,normal,normal,pale_pink,less_3_sec,alert,hypomotile,slight,none,more_1_liter,4.0,,other,37.0,6.6,cloudy,5.0,yes,3111,0,0,yes,lived
yes,adult,530242,38.0,108.0,12.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,slight,slight,none,4.0,decreased,distend_small,47.0,6.3,serosanguious,3.2,yes,2207,0,0,no,lived
yes,adult,528183,38.1,52.0,68.0,normal,normal,bright_red,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.3,absent,distend_small,43.0,7.5,cloudy,1.6,yes,2112,0,0,yes,lived
yes,adult,534073,37.8,52.0,48.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,7.0,normal,distend_small,48.0,53.0,serosanguious,2.6,yes,2205,0,0,no,lived
yes,adult,5278331,36.7,84.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,,more_1_liter,4.5,absent,distend_large,40.0,7.8,serosanguious,2.6,yes,3205,0,0,yes,died
no,adult,528630,36.1,78.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,none,more_1_liter,6.0,absent,distend_small,49.0,8.1,serosanguious,4.1,yes,4205,0,0,yes,died
no,adult,533692,37.8,88.0,28.0,cool,reduced,,less_3_sec,severe_pain,absent,,none,more_1_liter,1.0,absent,,33.0,64.0,cloudy,2.0,yes,3205,0,0,no,euthanized
yes,adult,529461,39.1,164.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,6.5,,distend_small,65.0,7.8,serosanguious,4.5,yes,2205,0,0,no,died
yes,adult,534115,38.2,60.0,36.0,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,severe,none,more_1_liter,2.0,absent,distend_large,42.0,72.0,cloudy,1.0,yes,2208,0,0,no,lived
no,adult,535196,38.2,129.0,48.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,,distend_large,57.0,66.0,serosanguious,2.0,yes,3205,0,0,no,euthanized
no,adult,528469,37.1,88.0,24.0,cold,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,none,4.4,absent,distend_large,60.0,7.5,serosanguious,2.6,yes,3205,0,0,yes,died
yes,adult,5290409,39.1,84.0,36.0,,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,7.0,absent,distend_small,40.0,7.5,serosanguious,5.3,yes,2208,0,0,yes,died
yes,adult,534925,38.7,120.0,48.0,cool,reduced,bright_red,less_3_sec,,hypomotile,slight,none,more_1_liter,2.0,,,56.0,64.0,,2.0,no,1400,0,0,no,euthanized
yes,adult,529667,40.3,114.0,36.0,cool,normal,pale_pink,more_3_sec,depressed,hypomotile,slight,slight,less_1_liter,7.0,absent,distend_small,57.0,7.5,serosanguious,4.5,yes,2305,0,0,no,lived
yes,adult,5282839,39.4,114.0,60.0,cool,reduced,bright_red,more_3_sec,depressed,absent,severe,none,none,7.0,normal,distend_small,57.0,8.6,cloudy,3.9,no,2208,0,0,yes,died
yes,adult,530002,39.0,100.0,51.0,cold,reduced,dark_cyanotic,less_3_sec,depressed,absent,none,,more_1_liter,2.0,absent,distend_small,59.0,8.2,cloudy,2.6,yes,2113,0,0,no,lived
yes,adult,529461,38.1,108.0,36.0,normal,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,absent,distend_large,51.0,11.0,serosanguious,4.5,yes,7111,0,0,yes,died
yes,adult,529685,37.3,30.0,68.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,less_1_liter,6.5,,distend_small,36.0,5.9,serosanguious,4.1,yes,2208,0,0,yes,lived
yes,adult,533836,38.5,88.0,48.0,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,42.0,67.0,cloudy,2.6,no,2205,0,0,yes,lived
yes,adult,529386,37.9,80.0,16.0,normal,reduced,pale_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,2.0,absent,distend_small,55.0,50.0,serosanguious,2.0,yes,2205,0,0,yes,lived
yes,adult,5291409,38.7,164.0,18.0,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,moderate,none,less_1_liter,4.0,normal,distend_large,49.0,8.0,cloudy,8.0,yes,9400,0,0,yes,lived
no,adult,528019,37.9,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,normal,none,slight,less_1_liter,4.3,normal,normal,36.0,6.5,cloudy,2.6,no,0,0,0,yes,lived
yes,young,533885,38.1,48.0,14.0,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,none,more_1_liter,1.0,normal,,33.0,65.0,cloudy,2.0,yes,3111,0,0,yes,lived
yes,adult,528570,38.1,72.0,60.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,decreased,distend_small,44.0,6.0,cloudy,3.4,yes,2209,0,0,yes,died
yes,adult,529388,39.3,88.0,28.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,4.5,decreased,normal,45.0,7.2,serosanguious,3.4,yes,2208,0,0,yes,died
yes,young,529135,39.3,66.0,12.0,cool,normal,bright_pink,less_3_sec,severe_pain,normal,slight,slight,none,3.0,increased,,58.0,7.0,clear,2.4,yes,7111,0,0,no,lived
yes,adult,534556,37.1,84.0,40.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,none,none,less_1_liter,2.0,normal,distend_small,75.0,81.0,cloudy,2.0,yes,2208,0,0,no,euthanized
yes,adult,530401,37.9,68.0,20.0,,normal,bright_pink,less_3_sec,depressed,absent,slight,,,5.0,normal,distend_large,45.0,4.0,serosanguious,2.8,yes,5400,0,0,yes,died
no,adult,528996,38.6,54.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,none,more_1_liter,5.0,normal,firm,49.0,8.1,clear,5.0,no,0,0,0,yes,lived
yes,adult,527702,37.3,75.0,30.0,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,none,more_1_liter,5.0,absent,distend_small,48.0,7.2,serosanguious,3.2,yes,2208,0,0,no,died
no,adult,534478,38.1,52.0,16.0,normal,normal,pale_pink,less_3_sec,severe_pain,absent,none,slight,more_1_liter,1.0,normal,distend_small,46.0,51.0,clear,1.0,yes,2209,0,0,no,euthanized
yes,adult,528214,39.1,112.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,4.5,absent,distend_small,57.0,7.5,serosanguious,4.0,yes,2206,0,0,no,died
no,adult,528702,38.1,112.0,12.0,cool,reduced,bright_red,less_3_sec,severe_pain,hypomotile,moderate,slight,none,4.5,absent,distend_small,54.0,7.6,cloudy,3.9,yes,2112,0,0,yes,died
yes,adult,534857,38.2,52.0,32.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_small,50.0,75.0,serosanguious,2.0,yes,2209,0,0,no,lived
yes,adult,5279822,36.1,100.0,30.0,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,significant,none,4.0,absent,distend_large,45.0,9.1,serosanguious,4.9,yes,3205,0,0,yes,died
yes,adult,533902,38.0,88.0,24.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_small,46.0,75.0,clear,2.0,yes,31110,0,0,yes,euthanized
yes,adult,529840,37.5,64.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,none,less_1_liter,4.0,decreased,normal,44.0,4.6,serosanguious,7.4,yes,3025,0,0,yes,died
yes,adult,535158,38.0,120.0,60.0,cold,reduced,bright_red,more_3_sec,depressed,absent,severe,none,more_1_liter,2.0,,distend_small,68.0,75.0,cloudy,1.0,yes,2208,0,0,yes,euthanized
yes,adult,526802,38.1,44.0,18.0,warm,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,none,3.0,absent,distend_large,39.0,7.5,cloudy,2.2,no,3111,0,0,yes,lived
yes,adult,533692,37.6,88.0,20.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,,1.0,absent,,33.0,66.0,cloudy,2.0,yes,2208,0,0,no,euthanized
yes,adult,528743,38.0,66.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,none,none,none,4.5,absent,,44.0,6.4,serosanguious,2.6,yes,2205,0,0,yes,died
yes,adult,528548,39.6,66.0,12.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypermotile,none,slight,none,3.0,increased,distend_large,44.0,6.0,cloudy,3.6,yes,2124,0,0,yes,lived
yes,adult,535043,38.5,100.0,51.0,cool,absent,bright_red,more_3_sec,depressed,absent,none,slight,none,2.0,,distend_small,66.0,13.0,serosanguious,2.0,yes,2208,0,0,no,lived
yes,adult,534403,37.4,60.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,2.0,normal,distend_large,66.0,69.0,cloudy,1.0,yes,3111,0,0,no,lived
yes,adult,528461,38.0,66.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,decreased,distend_small,31.5,6.0,cloudy,1.6,yes,2205,0,0,yes,lived
yes,adult,528743,37.1,75.0,36.0,,normal,dark_cyanotic,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,5.0,absent,distend_small,48.0,7.4,serosanguious,3.2,yes,12208,0,0,yes,died
yes,adult,528469,38.0,136.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,severe,slight,none,3.0,absent,distend_small,43.0,7.5,cloudy,3.6,yes,2209,0,0,yes,died
no,adult,5297379,37.7,60.0,20.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,7.0,decreased,distend_small,47.0,8.3,clear,3.4,no,2208,0,0,no,lived
yes,adult,530612,36.5,100.0,24.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,more_1_liter,2.0,absent,distend_small,52.0,6.0,serosanguious,3.4,yes,2208,0,0,yes,lived
no,adult,529642,38.2,44.0,36.0,normal,normal,pale_pink,less_3_sec,alert,normal,none,slight,less_1_liter,4.5,normal,,44.0,7.0,cloudy,4.1,no,0,0,0,yes,lived
yes,adult,530478,37.3,88.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,more_1_liter,5.3,absent,distend_small,45.0,8.0,serosanguious,4.1,yes,2209,0,0,yes,died
yes,adult,534478,39.2,88.0,51.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,none,less_1_liter,2.0,absent,distend_small,43.0,51.0,clear,2.0,no,2113,0,0,no,lived
yes,adult,528890,38.2,80.0,44.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,decreased,normal,54.0,4.7,serosanguious,3.6,yes,7111,0,0,yes,died
no,adult,530381,38.0,104.0,40.0,cool,reduced,bright_red,more_3_sec,severe_pain,absent,severe,significant,less_1_liter,3.0,,distend_large,73.0,10.2,clear,3.6,yes,41110,0,0,yes,euthanized
yes,adult,534519,37.1,84.0,40.0,cool,normal,dark_cyanotic,less_3_sec,depressed,absent,severe,significant,less_1_liter,2.0,absent,distend_large,75.0,81.0,clear,2.0,no,1400,0,0,no,euthanized
yes,adult,527524,36.8,108.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,2.0,absent,distend_small,66.0,7.5,serosanguious,2.6,yes,2208,0,0,no,died
yes,adult,530693,37.8,48.0,18.0,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,none,,less_1_liter,4.5,normal,normal,46.0,5.7,cloudy,10.1,no,31110,0,0,yes,euthanized
yes,adult,528904,37.5,72.0,60.0,,normal,bright_red,less_3_sec,slight,hypomotile,none,slight,less_1_liter,5.0,absent,distend_small,48.0,8.0,serosanguious,2.3,yes,2207,0,0,no,euthanized
no,adult,528247,38.6,54.0,20.0,normal,normal,pale_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,5.0,,other,49.0,7.0,cloudy,5.0,no,3111,0,0,yes,lived
no,adult,529160,37.5,44.0,20.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,4.0,decreased,other,45.0,8.1,clear,5.0,no,3111,0,0,yes,lived
no,adult,529461,38.6,54.0,36.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,distend_large,57.0,8.2,serosanguious,7.4,no,7400,0,0,yes,euthanized
yes,adult,534157,38.9,60.0,40.0,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,2.0,decreased,distend_large,36.0,74.0,cloudy,2.0,yes,400,0,0,no,lived
yes,adult,535292,38.3,48.0,12.0,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,absent,distend_small,41.0,66.0,,2.0,yes,2208,0,0,no,lived
no,adult,529399,38.1,54.0,24.0,normal,,bright_red,more_3_sec,mild_pain,hypermotile,moderate,slight,more_1_liter,4.0,increased,other,36.0,5.7,clear,3.9,yes,3111,0,0,yes,lived
yes,adult,5291329,38.0,80.0,44.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7.0,normal,normal,39.0,6.3,cloudy,4.1,yes,7111,0,0,yes,lived
no,adult,527463,39.5,108.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,severe,,more_1_liter,5.0,absent,distend_large,53.0,8.0,serosanguious,3.9,yes,1124,0,0,yes,lived
no,adult,529667,38.6,44.0,12.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,5.5,decreased,distend_large,37.0,7.5,clear,2.0,no,3111,0,0,yes,lived
no,adult,530526,37.9,80.0,36.0,cool,,bright_red,more_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,absent,,72.0,7.0,serosanguious,3.9,no,2113,0,0,yes,euthanized
yes,adult,530001,37.5,108.0,40.0,cool,reduced,bright_red,more_3_sec,depressed,absent,moderate,slight,less_1_liter,5.3,absent,distend_small,63.0,6.6,serosanguious,3.3,yes,2209,0,0,no,euthanized
yes,adult,534491,37.9,86.0,40.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,less_1_liter,3.0,decreased,distend_large,52.0,7.5,serosanguious,2.0,yes,4205,0,0,no,died
yes,adult,528469,38.1,52.0,28.0,normal,normal,bright_red,less_3_sec,severe_pain,absent,none,slight,more_1_liter,7.0,normal,distend_small,54.0,7.5,cloudy,2.0,yes,2112,0,0,no,died
yes,adult,528151,39.7,129.0,48.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,none,4.5,absent,distend_large,48.0,7.0,serosanguious,6.0,yes,3205,0,0,yes,died
no,adult,529461,40.3,114.0,36.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,7.0,normal,distend_large,57.0,7.0,serosanguious,4.5,yes,3205,0,0,yes,died
yes,adult,534817,38.1,86.0,40.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,2.0,absent,distend_small,46.0,81.0,serosanguious,2.0,yes,2205,0,0,no,euthanized
yes,adult,530526,37.4,80.0,30.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,decreased,distend_large,43.0,3.9,serosanguious,3.9,yes,3113,0,0,yes,lived
no,adult,529461,38.2,88.0,36.0,cool,normal,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_large,57.0,8.1,clear,4.5,yes,3205,0,0,no,died
yes,adult,533836,39.1,120.0,40.0,cold,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,none,none,2.0,absent,,68.0,64.0,serosanguious,2.0,yes,2208,0,0,no,lived
no,adult,529461,40.3,114.0,36.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,distend_small,57.0,8.1,serosanguious,4.5,yes,2205,0,0,no,euthanized
yes,adult,534787,38.0,36.0,16.0,cool,,pale_pink,less_3_sec,severe_pain,absent,slight,significant,more_1_liter,2.0,decreased,,52.0,75.0,clear,2.0,yes,3111,0,0,no,euthanized
yes,young,529126,38.6,72.0,12.0,cool,normal,bright_pink,less_3_sec,alert,normal,slight,slight,more_1_liter,6.5,normal,,45.0,7.2,cloudy,2.8,yes,7111,0,0,yes,lived
no,adult,528996,38.3,60.0,20.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,7.0,decreased,distend_small,43.0,7.5,clear,5.0,no,0,0,0,yes,lived
yes,adult,527883,37.8,108.0,24.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,5.3,absent,distend_small,65.0,6.5,serosanguious,4.1,yes,6111,0,0,yes,died
no,adult,529796,37.5,64.0,32.0,cool,reduced,normal_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,4.0,absent,normal,47.0,7.7,clear,3.3,yes,4205,0,0,yes,lived
no,adult,530670,40.3,96.0,36.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,none,none,7.0,absent,,70.0,7.5,serosanguious,4.5,yes,1400,0,0,yes,died
yes,adult,527933,38.1,60.0,18.0,,,,,depressed,,,,more_1_liter,1.0,,,43.0,58.0,cloudy,1.0,yes,2209,0,0,yes,died
yes,adult,5287179,38.2,52.0,24.0,cool,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,none,more_1_liter,7.0,absent,distend_small,54.0,4.0,cloudy,7.4,yes,2208,0,0,yes,died
yes,adult,534293,38.5,132.0,48.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,severe,none,none,2.0,absent,,57.0,82.0,cloudy,2.0,no,1400,0,0,no,euthanized
yes,adult,528742,38.5,66.0,20.0,cool,normal,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,none,more_1_liter,1.5,normal,normal,64.0,7.5,serosanguious,3.2,yes,2124,0,0,yes,died
yes,adult,530242,38.2,86.0,20.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,severe,slight,less_1_liter,4.5,absent,distend_small,45.0,6.0,cloudy,3.9,no,2209,0,0,yes,died
yes,adult,5287179,37.8,48.0,9.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,slight,slight,less_1_liter,4.5,absent,distend_small,37.0,6.5,cloudy,5.3,yes,3205,0,0,yes,lived
yes,adult,535292,38.0,76.0,18.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,none,3.0,absent,distend_large,31.0,75.0,serosanguious,2.0,yes,3205,0,0,yes,died
yes,adult,533942,38.3,112.0,16.0,cool,reduced,normal_pink,less_3_sec,depressed,absent,none,none,more_1_liter,2.0,decreased,,51.0,75.0,serosanguious,2.0,yes,6209,0,0,no,euthanized
yes,adult,529172,38.0,84.0,20.0,cool,reduced,bright_red,more_3_sec,depressed,absent,moderate,slight,less_1_liter,2.0,decreased,distend_large,45.0,7.2,cloudy,4.3,yes,3205,0,0,no,lived
yes,adult,529304,38.0,44.0,14.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.0,decreased,,59.0,7.2,cloudy,2.1,yes,5400,0,0,no,died
no,adult,527524,37.4,48.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,4.5,absent,distend_small,39.0,6.8,cloudy,3.6,yes,400,0,0,yes,lived
yes,adult,530157,39.3,54.0,51.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,none,slight,none,4.0,decreased,distend_small,50.0,7.8,serosanguious,1.0,yes,31110,0,0,no,lived
yes,young,530276,36.1,60.0,20.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,4.0,decreased,distend_small,47.0,7.6,cloudy,3.0,yes,2124,0,0,yes,lived
yes,adult,534293,38.5,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,less_1_liter,1.5,decreased,firm,41.0,61.0,clear,1.0,no,0,0,0,no,lived
yes,adult,534963,38.3,48.0,20.0,normal,normal,bright_pink,more_3_sec,depressed,absent,slight,none,less_1_liter,2.0,decreased,distend_small,41.0,65.0,clear,2.0,yes,3111,0,0,no,lived
yes,adult,535338,38.0,136.0,20.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.0,decreased,distend_small,66.0,65.0,serosanguious,2.0,yes,2208,0,0,no,lived
yes,adult,535246,38.5,129.0,48.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,none,more_1_liter,2.0,,distend_large,57.0,66.0,serosanguious,2.0,yes,2206,0,0,no,lived
yes,adult,528570,37.5,60.0,50.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,decreased,distend_small,35.0,6.4,serosanguious,3.6,yes,2209,0,0,yes,died
yes,young,529685,37.5,84.0,40.0,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,increased,firm,40.0,5.9,cloudy,7.0,yes,400,0,0,yes,lived
yes,adult,534784,38.1,70.0,16.0,normal,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,2.0,absent,distend_small,58.0,74.0,cloudy,2.0,yes,2209,0,0,no,lived
yes,adult,528548,38.1,54.0,36.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,none,slight,none,3.0,,distend_small,45.0,6.0,clear,3.6,yes,2124,0,0,yes,lived
no,adult,530101,38.5,66.0,28.0,cool,reduced,,more_3_sec,extreme_pain,absent,severe,,,,decreased,distend_large,45.0,8.4,,,no,11300,0,0,no,died
yes,adult,534817,39.2,88.0,20.0,,,pale_cyanotic,less_3_sec,mild_pain,absent,slight,,,,absent,other,50.0,85.0,cloudy,2.0,no,2208,0,0,no,euthanized
no,adult,530334,38.3,40.0,24.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,none,,,,normal,normal,33.0,6.7,,,no,0,0,0,yes,lived
no,adult,530255,37.3,104.0,35.0,,,dark_cyanotic,more_3_sec,,,,,,,,,74.0,7.4,,,no,4300,0,0,no,died
no,adult,528355,,,,warm,normal,pale_pink,less_3_sec,depressed,hypomotile,slight,slight,none,,decreased,firm,,,,,no,0,0,0,no,lived
yes,adult,526802,37.9,48.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,none,,decreased,distend_large,37.0,7.0,,,yes,3124,0,0,no,lived
yes,adult,529607,,60.0,,cool,,,less_3_sec,,absent,slight,slight,none,,decreased,distend_small,44.0,8.3,,,yes,2208,0,0,no,died
no,adult,530051,,80.0,36.0,cool,absent,pale_pink,less_3_sec,severe_pain,absent,severe,slight,none,,decreased,distend_large,38.0,6.2,,,yes,3205,0,0,no,euthanized
no,young,5299629,38.3,90.0,,normal,,normal_pink,less_3_sec,extreme_pain,hypomotile,none,slight,none,,decreased,,40.0,6.2,clear,2.2,no,0,0,0,yes,lived
yes,adult,528548,38.1,66.0,12.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,increased,distend_large,44.0,6.0,cloudy,3.6,yes,2124,0,0,yes,lived
no,adult,527927,39.1,72.0,52.0,warm,,bright_pink,less_3_sec,depressed,hypermotile,slight,none,none,,absent,distend_small,50.0,7.8,,,yes,2111,0,0,no,lived
yes,adult,528031,37.2,42.0,12.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,none,,absent,distend_large,,7.0,,,no,4124,0,0,no,lived
no,young,5291329,38.0,92.0,28.0,normal,normal,bright_pink,less_3_sec,alert,hypomotile,slight,significant,,7.2,normal,normal,37.0,6.1,clear,,no,0,0,0,yes,died
yes,adult,534917,38.2,76.0,28.0,cool,normal,normal_pink,less_3_sec,mild_pain,absent,none,slight,less_1_liter,,absent,distend_small,46.0,81.0,clear,2.0,yes,2112,0,0,no,lived
yes,adult,530233,37.6,96.0,48.0,cool,normal,pale_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,4.5,absent,,45.0,6.8,,,yes,3207,0,0,no,died
yes,young,5301219,,128.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,significant,,,absent,distend_large,53.0,7.8,serosanguious,4.7,no,1400,0,0,yes,died
no,adult,526639,37.5,48.0,24.0,,,,,,,,,,,,,,,,,no,0,0,0,no,lived
yes,adult,5290481,37.6,64.0,21.0,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,none,none,none,,increased,distend_large,40.0,7.0,clear,,yes,4205,0,0,yes,lived
no,adult,532110,39.4,110.0,35.0,cold,reduced,dark_cyanotic,,,hypomotile,moderate,,,,,,55.0,8.7,,,no,0,0,0,no,lived
yes,adult,530157,39.9,72.0,60.0,normal,normal,bright_red,more_3_sec,extreme_pain,absent,severe,significant,none,,absent,distend_small,46.0,6.1,cloudy,,yes,2111,0,0,no,lived
no,adult,529340,38.4,48.0,16.0,normal,,normal_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,5.5,absent,firm,49.0,6.8,,,no,0,0,0,no,lived
yes,adult,521681,38.6,42.0,34.0,warm,normal,pale_cyanotic,,depressed,hypomotile,none,,,,normal,,48.0,7.2,,,yes,3111,0,0,no,lived
yes,young,534998,38.3,130.0,60.0,,reduced,,less_3_sec,depressed,absent,,,,,,,50.0,70.0,,,yes,3111,0,0,no,lived
yes,adult,533692,38.1,60.0,12.0,cool,reduced,pale_pink,less_3_sec,,absent,moderate,significant,less_1_liter,2.0,,,51.0,65.0,,,yes,3111,0,0,no,lived
no,adult,529518,37.8,60.0,42.0,,,,less_3_sec,,,,,,,,,,,,,no,0,0,0,no,lived
yes,adult,530526,38.3,72.0,30.0,cold,reduced,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,none,,decreased,distend_large,43.0,7.0,cloudy,3.9,yes,3111,0,0,yes,lived
